indicator_id,progress,summary,developments,row_ids
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,No change,The [2002 proclamation](2002-07-01-estda-establishment-proclamation-122) gives a state agency a research mandate covering information science. What the repository records happening under it is external training.,"The legal foundation is strong and dormant. The [2002 proclamation establishes a national science and technology council chaired by the head of state, a development agency and an advisory board, and gives the agency's research office a mandate covering information science and technology, with power to establish research and education institutions in the field](2002-07-01-estda-establishment-proclamation-122). No output of that agency appears on the repository.

What research capacity is visible is delivered from outside — [geospatial workshops run by a regional economic commission](2026-03-01-uneca-eritrea-geospatial-capacity-workshop) — or written from the diaspora, as with a [long-form proposal for a national digital infrastructure agenda](2026-08-10-mesobjournal-eritrea-digital-sovereignty) published by an independent outlet rather than a constituted body. [Independent domestic publication is itself absent](2026-05-01-rsf-world-press-freedom-index-2026).",ERI-capacity.research-estda|ERI-gov.policy-geospatial-framework-capacity|ERI-infra.store-digital-infrastructure-proposal|ERI-gov.discourse-suppression
include.access--citizen-participation-in-policy,No change,"Participation happens where the government convenes it, as in a [geodesign workshop on water](2026-08-25-eurac-nbs4water-geodesign-asmara). Independent discussion is [absent](2026-05-01-rsf-world-press-freedom-index-2026).","Two things are true at once. There is convened participation: a [geodesign workshop in the capital brought non-governmental contributors into a planning exercise](2026-08-25-eurac-nbs4water-geodesign-asmara), and the [development programme's annual report describes consultation on the national development plan](2026-06-01-undp-eritrea-annual-report-2025-ndp).

And there is no forum outside that. A [press-freedom index places the country last of 180 for a third consecutive year](2026-05-01-rsf-world-press-freedom-index-2026), and a [commission of inquiry found systematic silencing of criticism](2015-06-05-un-coi-eritrea-detailed-findings-chapter-vi). No independent publication, permitted civil-society body or public forum argues digital or data policy. Participation here means being invited, and nothing in the window changed who does the inviting.",ERI-gov.discourse-participation|ERI-gov.discourse-suppression
include.access--gender-equity,"Movement, in what is measured rather than in access","A quarter of the [engineering college's 297 graduates were women](2026-07-18-eritrea-mai-nefhi-college-297-graduates), and a [June 2026 consultancy](2026-06-11-unesco-iicba-eritrea-emis-data-analytical-support-rfp) requires gender-disaggregated analysis.","The window produced one count and one commitment to counting. The engineering college's commencement reported [297 graduates with 25 per cent of them women](2026-07-18-eritrea-mai-nefhi-college-297-graduates). The education ministry's consultancy request requires [analysis of teacher deployment and attrition by gender and location](2026-06-11-unesco-iicba-eritrea-emis-data-analytical-support-rfp), naming weak gender disaggregation as one of the faults it is answering.

Behind both sits a register that already disaggregates: the welfare ministry's [vulnerability database collects gender-segregated data](2023-04-01-un-eritrea-annual-results-report-2022). What none of this reaches is access itself. No sex-disaggregated figure for phone ownership, internet use or account holding is published for the country at any date.",ERI-capacity.training-graduate-output|ERI-dpi.mis-emis-analytical-support|ERI-dpi.exchange-vulnerability-database
include.access--inclusion-of-persons-with-disabilities,No change,"A [policy revised in 2021, convention accession in December 2024 and a social protection plan to 2026](2025-10-01-eritrea-fourth-periodic-report-acrwc-disability), with a register behind them.","The framework is documented in the government's own periodic report: a [national policy for persons with disabilities revised in 2021 with a translation in 2023, accession to the disability rights convention on 20 December 2024, and a national social protection policy and strategic plan for 2022 to 2026](2025-10-01-eritrea-fourth-periodic-report-acrwc-disability). The register behind it is the labour and welfare ministry's [vulnerability database, collecting gender-segregated data on persons with disabilities](2023-04-01-un-eritrea-annual-results-report-2022).

Nothing in it reaches digital access. No accessibility standard governs a public website or service, no assistive-technology provision is described, and the [external committee's July 2026 observations](2026-07-22-acerwc-concluding-observations-eritrea) assess the framework without recording a change to it.",ERI-dpi.registry-disability-and-social-protection-framework|ERI-dpi.exchange-vulnerability-database
include.access--inclusion-of-refugees-and-idps,No change,No framework and no accession. The country [is not party to the refugee conventions and has no national protection law](2026-01-01-unhcr-rimap-eritrea-country-profile); displacement runs outward.,"The refugee agency's legal and governance profile records that the country is [not party to the refugee convention, its protocol or the regional refugee convention, has no national legal framework addressing refugee or asylum-seeker protection, and hosts a population of 119 refugees](2026-01-01-unhcr-rimap-eritrea-country-profile).

The displacement that matters here is outward. By December 2025 the agency was aware of [over 679,000 refugees and asylum-seekers from the country worldwide](2026-01-01-unhcr-rimap-eritrea-country-profile), and its [guidance note of April 2026 supersedes eligibility guidelines dating from 2011](2026-04-01-unhcr-guidance-note-eritrea). The children's rights committee records the state's position that it [hosts no refugee, asylum-seeking or internally displaced children](2026-07-22-acerwc-concluding-observations-eritrea) and recommends it establish status-determination procedures.",ERI-include.access-refugee-framework|ERI-dpi.registry-disability-and-social-protection-framework
include.divides--bridging-of-digital-divides,No change,The divide is between the capital and everywhere else. [Sub-regional offices without computers](2002-07-08-worldbank-eritrea-education-training-sector-note) sit behind a [grid short of its own demand](2026-02-01-afdb-energy-integrated-project-appraisal-grid-reliability).,"No programme on the repository is directed at closing a divide. The operator continues [expanding its network](2025-01-01-eritrea-digital-watch-country-profile), and mobile connections are the only penetration figure published, but nothing states a coverage obligation, a universal-service disbursement or a rural target.

The structural position is unchanged and severe. A sector note records the central ministry network reaching [30 of 55 sub-regions on dial-up with no computer at all in 25 of them](2002-07-08-worldbank-eritrea-education-training-sector-note). The [grid delivers 52 MW reliably against 74.3 MW of demand](2026-02-01-afdb-energy-integrated-project-appraisal-grid-reliability), and the [twelve mini-grid centres proposed in answer](2026-01-24-shabait-president-isaias-interview-12-minigrid-energy-plan) have no site or date against them. Electricity comes before access.",ERI-include.divides-mobile-connections|ERI-infra.connect-eritel-network-expansion|ERI-digital.localgov-ict|ERI-infra.energy-grid-position
data.statistics--national-strategy-for-development-of-statistics,Movement,A [two-week training in national accounts compilation and a database system](2026-02-24-uneca-eritrea-nadabas-national-accounts-training) reached the statistics office in January 2026. [No statistics law](2007-01-08-norad-eritrea-nso-statistics-norway-mid-term-review) sits under it.,"The training delivered to the national statistics office covered [compilation of output by the production approach under the 2008 international standard, and deployment of a national accounts database system](2026-02-24-uneca-eritrea-nadabas-national-accounts-training) over two weeks in January 2026. That is methodology and infrastructure together, and it is the most substantial statistical capacity work the repository records.

It has no statutory foundation. A [mid-term review recorded the draft statistical proclamation as submitted and pending in 2007](2007-01-08-norad-eritrea-nso-statistics-norway-mid-term-review), and no later enactment has been located, so the office operates without a statutory mandate. The [population and health survey completed in 2025](2025-09-01-unfpa-eritrea-ephs-2025-data-for-development) is the other half of the picture: capacity being built without a strategy naming what it is for.",ERI-data.statistics-national-accounts-capacity|ERI-gov.legislate-statistics|ERI-data.statistics-ephs-2025
data.open--use-of-open-data,No change,"Data is produced for the state's own use. The [2025 population and health survey](2025-09-01-unfpa-eritrea-ephs-2025-data-for-development) was to report in 2026, with no dataset released.","The largest data exercise in fifteen years shows the pattern. The [government-led population and health survey of 2025 was run by the statistics office and the health ministry with an international agency covering half of a US$535,000 budget, as a nationally representative household collection intended to close disaggregated-data gaps for policy and development-goal tracking](2025-09-01-unfpa-eritrea-ephs-2025-data-for-development). Its report was scheduled for 2026; no dataset, licence or catalogue entry accompanies it.

Nothing else on the repository is published as data either. The [geospatial programme](2026-03-01-uneca-eritrea-geospatial-capacity-workshop) produces classified imagery and trained analysts for ministry use, and [no open data policy or portal was located](2026-02-28-eritrea-gis-training-asmara-unega).",ERI-data.open-survey-data-for-development|ERI-gov.policy-open-data-policy
data.satellite--agricultural-use-of-satellite-data,Movement,A [rainfall dataset refreshed every two weeks](2026-07-06-hdx-wfp-eritrea-rainfall-indicators-subnational) and an [August advisory forecasting below-normal rain over the west](2026-08-10-icpac-climate-watch-advisory-dry-conditions). Both are produced abroad.,"Satellite data reaches agriculture here through two external products. A food agency dataset carries [dekadal rainfall indicators computed from satellite precipitation imagery blended with station data and short-term forecasts, aggregated to subnational units and refreshed roughly every two weeks](2026-07-06-hdx-wfp-eritrea-rainfall-indicators-subnational). A regional climate centre's advisory of August 2026 uses [precipitation index analysis with satellite-derived soil-moisture and vegetation-stress monitoring to raise alert levels and forecast below-normal rainfall over the west](2026-08-10-icpac-climate-watch-advisory-dry-conditions).

The domestic side is capacity rather than product: ministry staff trained in [remote sensing, land-cover classification and watershed analysis](2026-02-28-eritrea-gis-training-asmara-unega), and an [agricultural expert system](2021-01-16-shabait-agricultural-strategic-information-system-eritrea-ai) reported in 2021. Nothing records a national product built from either.",ERI-data.satellite-external-climate-monitoring|ERI-gov.policy-geospatial-framework-capacity|ERI-tech.ai-agricultural-expert-system
data.satellite--meteorological-use-of-satellite-data,Movement,"A modern national meteorological service is [listed among forward strategies](2024-12-06-shabait-eritrea-unccd-cop16-statement-meteorological-services), not among institutions. The satellite monitoring that covers the country is [produced abroad](2026-08-10-icpac-climate-watch-advisory-dry-conditions).","The country's own delegation statement to the desertification convention [lists setting up a modern national meteorological service among its forward strategies](2024-12-06-shabait-eritrea-unccd-cop16-statement-meteorological-services), which places a modern service as an objective rather than an operating institution; what exists is split between a civil aviation meteorological service and an agricultural meteorology unit.

The monitoring itself is external and active. A regional climate centre's advisory of August 2026 uses [precipitation index analysis and satellite-derived soil-moisture and vegetation-stress monitoring to raise alert levels and forecast below-normal rainfall over the west of the country](2026-08-10-icpac-climate-watch-advisory-dry-conditions), and a food agency publishes [satellite-derived rainfall indicators by subnational unit roughly every two weeks](2026-07-06-hdx-wfp-eritrea-rainfall-indicators-subnational). The country is covered; it does not do the covering.",ERI-data.satellite-external-climate-monitoring
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,Movement,"The foreign minister met a [senior presidential adviser for African affairs](2025-09-26-shabait-osman-saleh-trump-adviser-unga80) in September 2025, discussing renewed engagement including communication and infrastructure.","The meeting at the general assembly is the first substantive bilateral engagement of the window: the foreign minister and the [United States president's senior adviser for African affairs discussed renewed engagement including trade, investment, infrastructure, transportation, communication and security partnerships](2025-09-26-shabait-osman-saleh-trump-adviser-unga80). It is a conversation rather than an instrument, and nothing has followed it on the repository.

No hyperscaler, cloud provider or technology company engagement of any kind is held for this country, from the United States or anywhere. The reason is structural as much as political: the external country assessment records the [investment centre dormant and the investment law effectively suspended](2025-01-01-us-state-dept-2025-investment-climate-statement-eritrea), so there is no route through which such an engagement would be constituted.",ERI-geopol.usa-engagement|ERI-finance.budget-investment-climate
geopol.china--chinese-mous-engagements-and-commitments,No change,The standing instrument is a [belt and road cooperation memorandum signed in November 2021](2021-11-30-ndrc-china-eritrea-bri-mou-signing). No digital or telecommunications project under it is named.,"The Chinese planning commission's own press release records the founding instrument: a [memorandum on cooperation within the belt and road framework, signed on 24 November 2021 by the Chinese ambassador and the foreign minister](2021-11-30-ndrc-china-eritrea-bri-mou-signing). It has been reaffirmed at leader level since and remains the framework for the relationship.

What the repository cannot show is anything digital passing through it. No telecommunications, data-centre, network or equipment project under the framework is named for this country, and the state operator's [network expansion](2025-01-01-eritrea-digital-watch-country-profile) is not attributed to any foreign partner. Nothing in the window records a new instrument, a project agreement or a disbursement.",ERI-geopol.china-bri-mou
geopol.eu--eu-mous-engagements-and-commitments,Movement,"European funding turned the [research and documentation centre into a digital-preservation centre](2025-11-13-eeas-research-documentation-center-digital-reality) with training capacity, reported November 2025.","The engagement that moved is a programme rather than an announcement. Successive European funding, with an Italian university as technical partner, has [equipped the national research and documentation centre for digitisation, turning it into a digital-preservation centre with hands-on training capacity and linking to a draft national archives and libraries law](2025-11-13-eeas-research-documentation-center-digital-reality). The same centre [trained 64 local-institution employees in document management](2025-09-08-shabait-training-documentation-archives) two months earlier, which is what that capacity is for.

No bilateral digital-transformation memorandum exists. The instrument carrying European commitments is the [partnership agreement signed in November 2023 and applied provisionally from January 2024](2023-12-28-eu-oacps-samoa-agreement), which lists the state among its parties and carries provisions on digital solutions for public access to information and on electronic governance.",ERI-geopol.eu-samoa-and-documentation-centre|ERI-digital.localgov-records-digitisation-training
geopol.gulf--gulf-mous-engagements-and-commitments,No change,"One [general cooperation agreement from October 2010](2010-10-19-shabait-eritrea-saudi-cooperation-agreement), covering diverse sectors. No Gulf digital or telecommunications instrument was located.","The principal Gulf-state relationship rests on a [general cooperation agreement signed in October 2010 between the foreign minister and a Saudi minister of state, covering diverse sectors](2010-10-19-shabait-eritrea-saudi-cooperation-agreement). It is the actual signed instrument that a meeting with a Saudi deputy foreign minister in February 2026 agreed to expedite the implementation of.

Sixteen years on it has produced nothing digital that the repository can see. No dedicated Gulf digital-transformation, telecommunications, data-governance or data-centre memorandum was located for this country, from any Gulf state, and no project under the 2010 agreement is named. What moved in the window was the diplomacy around the instrument rather than the instrument itself.",ERI-geopol.gulf-saudi-cooperation
geopol.india--india-mous-engagements-and-commitments,No change,"The standing instrument is the [tele-education and tele-medicine network memorandum of November 2019](2019-11-07-india-eritrea-e-vbab-mou), with an equipped learning centre on site.","India's principal technology instrument with the country is the [memorandum joining its tele-education and tele-medicine network project, signed on 7 November 2019](2019-11-07-india-eritrea-e-vbab-mou), successor to an earlier pan-African network. It provides tele-education and tele-medicine over India-built portals with an on-site learning centre equipped with computers, an internet connection and audio-visual equipment.

It remains the clearest signed dated technology instrument between the two, and nothing in the window adds to it: no disbursement, no extension, no successor and no enrolment figure. No India-Eritrea instrument on data governance, digital public infrastructure or payments was located, which is notable given how much of India's external technology engagement elsewhere takes that form.",ERI-geopol.india-evbab
